user_id,context,restaurant_id,rating
user_100,Quick Lunch,331,4
user_100,Date Night,112,4
user_100,Date Night,208,4
user_100,Late Night Eats,264,4
user_100,Late Night Eats,320,5
user_100,Late Night Eats,5,4
user_100,Late Night Eats,210,4
user_100,Weekend Brunch,112,4
user_100,Weekend Brunch,208,4
user_100,Quick Lunch,129,4
user_100,Quick Lunch,331,5
user_100,Date Night,112,4
user_100,Date Night,208,2
user_100,Date Night,112,4
user_100,Date Night,208,4
user_100,Group Hang,114,5
user_100,Date Night,112,4
user_100,Date Night,208,4
user_101,Quick Lunch,29,4
user_101,Quick Lunch,68,4
user_101,Quick Lunch,105,3
user_101,Weekend Brunch,293,5
user_101,Weekend Brunch,293,5
user_101,Late Night Eats,92,5
user_101,Late Night Eats,162,5
user_101,Late Night Eats,236,5
user_101,Late Night Eats,25,5
user_101,Late Night Eats,103,4
user_101,Quick Lunch,29,4
user_101,Quick Lunch,68,4
user_101,Quick Lunch,105,4
user_101,Date Night,25,5
user_101,Date Night,103,5
user_101,Date Night,58,5
user_101,Date Night,138,3
user_101,Date Night,256,5
user_101,Weekend Brunch,92,5
user_101,Weekend Brunch,162,5
user_101,Weekend Brunch,236,4
user_101,Late Night Eats,92,5
user_101,Late Night Eats,162,4
user_101,Late Night Eats,236,4
user_101,Date Night,293,4
user_101,Date Night,92,5
user_101,Date Night,162,5
user_101,Date Night,236,5
user_101,Group Hang,92,5
user_101,Group Hang,162,5
user_101,Group Hang,236,4
user_101,Group Hang,25,5
user_101,Group Hang,103,5
user_101,Quick Lunch,25,5
user_101,Quick Lunch,103,3
user_102,Date Night,152,5
user_102,Late Night Eats,205,4
user_102,Late Night Eats,232,5
user_102,Late Night Eats,268,5
user_102,Quick Lunch,205,4
user_102,Quick Lunch,232,4
user_102,Quick Lunch,268,5
user_102,Late Night Eats,205,3
user_102,Late Night Eats,232,4
user_102,Late Night Eats,268,5
user_102,Late Night Eats,152,4
user_102,Date Night,152,4
user_102,Date Night,152,5
user_102,Date Night,152,5
user_102,Group Hang,205,5
user_102,Group Hang,232,5
user_102,Group Hang,268,5
user_102,Group Hang,205,4
user_102,Group Hang,232,5
user_102,Group Hang,268,5
user_102,Quick Lunch,205,5
user_102,Quick Lunch,232,4
user_102,Quick Lunch,268,5
user_102,Weekend Brunch,152,5
user_102,Weekend Brunch,152,4
user_102,Weekend Brunch,152,5
user_102,Late Night Eats,205,4
user_102,Late Night Eats,232,5
user_102,Late Night Eats,268,3
user_103,Weekend Brunch,11,5
user_103,Weekend Brunch,202,5
user_103,Weekend Brunch,11,4
user_103,Weekend Brunch,202,5
user_103,Quick Lunch,72,5
user_103,Group Hang,102,4
user_103,Group Hang,126,5
user_103,Group Hang,250,5
user_103,Group Hang,104,4
user_103,Group Hang,146,5
user_103,Quick Lunch,102,5
user_103,Quick Lunch,126,4
user_103,Quick Lunch,250,4
user_103,Weekend Brunch,11,5
user_103,Weekend Brunch,202,5
user_103,Weekend Brunch,102,5
user_103,Weekend Brunch,126,5
user_103,Weekend Brunch,250,5
user_103,Group Hang,104,5
user_103,Group Hang,146,5
user_103,Weekend Brunch,11,5
user_103,Weekend Brunch,202,4
user_103,Weekend Brunch,104,5
user_103,Weekend Brunch,146,4
user_103,Group Hang,104,4
user_103,Group Hang,146,5
user_103,Late Night Eats,104,5
user_103,Late Night Eats,146,5
user_103,Late Night Eats,104,4
user_103,Late Night Eats,146,3
user_103,Late Night Eats,102,5
user_103,Late Night Eats,126,4
user_103,Late Night Eats,250,5
user_104,Group Hang,67,5
user_104,Group Hang,317,5
user_104,Group Hang,330,5
user_104,Date Night,67,5
user_104,Date Night,317,5
user_104,Date Night,330,5
user_104,Weekend Brunch,67,4
user_104,Weekend Brunch,317,5
user_104,Weekend Brunch,330,5
user_104,Late Night Eats,67,5
user_104,Late Night Eats,317,5
user_104,Late Night Eats,330,4
user_104,Date Night,67,5
user_104,Date Night,317,4
user_104,Date Night,330,4
user_104,Weekend Brunch,67,5
user_104,Weekend Brunch,317,4
user_104,Weekend Brunch,330,5
user_104,Late Night Eats,67,5
user_104,Late Night Eats,317,5
user_104,Late Night Eats,330,4
user_104,Quick Lunch,140,3
user_104,Quick Lunch,149,3
user_104,Weekend Brunch,120,3
user_104,Group Hang,313,5
user_104,Weekend Brunch,67,4
user_104,Weekend Brunch,317,4
user_104,Weekend Brunch,330,4
user_104,Group Hang,67,5
user_104,Group Hang,317,5
user_104,Group Hang,330,5
user_104,Weekend Brunch,67,4
user_104,Weekend Brunch,317,4
user_104,Weekend Brunch,330,5
user_104,Date Night,67,5
user_104,Date Night,317,5
user_104,Date Night,330,5
user_104,Weekend Brunch,67,5
user_104,Weekend Brunch,317,4
user_104,Weekend Brunch,330,4
user_105,Quick Lunch,34,2
user_105,Quick Lunch,125,5
user_105,Quick Lunch,283,4
user_105,Date Night,325,5
user_105,Weekend Brunch,115,5
user_105,Weekend Brunch,193,4
user_105,Weekend Brunch,230,5
user_105,Weekend Brunch,115,4
user_105,Weekend Brunch,193,4
user_105,Weekend Brunch,230,5
user_105,Group Hang,95,5
user_105,Group Hang,133,3
user_105,Late Night Eats,115,5
user_105,Late Night Eats,193,4
user_105,Late Night Eats,230,3
user_105,Late Night Eats,325,5
user_105,Late Night Eats,325,5
user_105,Quick Lunch,34,4
user_105,Quick Lunch,125,4
user_105,Quick Lunch,283,3
user_105,Weekend Brunch,95,5
user_105,Weekend Brunch,133,5
user_105,Quick Lunch,34,3
user_105,Quick Lunch,125,3
user_105,Quick Lunch,283,4
user_105,Late Night Eats,325,5
user_105,Quick Lunch,34,3
user_105,Quick Lunch,125,4
user_105,Quick Lunch,283,5
user_105,Group Hang,95,5
user_105,Group Hang,133,4
user_105,Group Hang,95,5
user_105,Group Hang,133,3
user_106,Date Night,114,5
user_106,Quick Lunch,169,4
user_106,Quick Lunch,264,4
user_106,Quick Lunch,320,5
user_106,Weekend Brunch,5,4
user_106,Weekend Brunch,210,5
user_106,Late Night Eats,264,4
user_106,Late Night Eats,320,5
user_106,Date Night,114,5
user_106,Quick Lunch,264,4
user_106,Quick Lunch,320,5
user_106,Date Night,112,4
user_106,Date Night,208,4
user_106,Quick Lunch,264,4
user_106,Quick Lunch,320,5
user_106,Late Night Eats,114,5
user_106,Late Night Eats,39,5
user_106,Late Night Eats,244,5
user_106,Late Night Eats,292,4
user_106,Late Night Eats,264,3
user_106,Late Night Eats,320,4
user_106,Date Night,264,5
user_106,Date Night,320,5
user_106,Weekend Brunch,114,5
user_106,Quick Lunch,129,3
user_106,Quick Lunch,331,5
user_107,Late Night Eats,86,5
user_107,Group Hang,86,5
user_107,Date Night,86,5
user_107,Date Night,86,5
user_107,Group Hang,86,5
user_107,Group Hang,70,3
user_107,Group Hang,180,4
user_107,Date Night,86,5
user_107,Quick Lunch,119,5
user_107,Weekend Brunch,86,5
user_107,Late Night Eats,86,5
user_107,Group Hang,86,5
user_107,Late Night Eats,86,5
user_107,Group Hang,86,5
user_107,Quick Lunch,119,4
user_107,Late Night Eats,86,5
user_108,Weekend Brunch,11,4
user_108,Weekend Brunch,202,4
user_108,Weekend Brunch,102,5
user_108,Weekend Brunch,126,5
user_108,Weekend Brunch,250,4
user_108,Group Hang,102,5
user_108,Group Hang,126,5
user_108,Group Hang,250,5
user_108,Quick Lunch,72,5
user_108,Group Hang,104,5
user_108,Group Hang,146,4
user_108,Date Night,104,4
user_108,Date Night,146,4
user_108,Quick Lunch,102,4
user_108,Quick Lunch,126,5
user_108,Quick Lunch,250,3
user_108,Date Night,102,5
user_108,Date Night,126,5
user_108,Date Night,250,4
user_108,Group Hang,104,5
user_108,Group Hang,146,5
user_108,Late Night Eats,102,4
user_108,Late Night Eats,126,5
user_108,Late Night Eats,250,4
user_108,Weekend Brunch,104,4
user_108,Weekend Brunch,146,4
user_108,Weekend Brunch,102,4
user_108,Weekend Brunch,126,5
user_108,Weekend Brunch,250,5
user_108,Date Night,104,5
user_108,Date Night,146,5
user_108,Weekend Brunch,8,5
user_108,Weekend Brunch,18,5
user_108,Weekend Brunch,187,5
user_108,Late Night Eats,104,4
user_108,Late Night Eats,146,5
user_109,Late Night Eats,114,4
user_109,Quick Lunch,135,5
user_109,Group Hang,135,5
user_109,Late Night Eats,114,5
user_109,Date Night,114,5
user_109,Weekend Brunch,114,5
user_109,Quick Lunch,169,5
user_109,Date Night,114,5
user_109,Date Night,114,5
user_109,Late Night Eats,114,5
user_109,Late Night Eats,114,5
user_109,Quick Lunch,39,4
user_109,Quick Lunch,244,4
user_109,Quick Lunch,292,4
user_109,Date Night,114,5
user_109,Date Night,114,5
user_109,Quick Lunch,169,4
user_110,Late Night Eats,104,3
user_110,Late Night Eats,146,4
user_110,Late Night Eats,102,4
user_110,Late Night Eats,126,5
user_110,Late Night Eats,250,3
user_110,Late Night Eats,167,5
user_110,Group Hang,104,5
user_110,Group Hang,146,5
user_110,Late Night Eats,11,4
user_110,Late Night Eats,202,4
user_110,Date Night,14,5
user_110,Date Night,96,5
user_110,Date Night,197,5
user_110,Group Hang,104,4
user_110,Group Hang,146,5
user_110,Weekend Brunch,8,4
user_110,Weekend Brunch,18,5
user_110,Weekend Brunch,187,5
user_110,Late Night Eats,11,4
user_110,Late Night Eats,202,4
user_110,Group Hang,102,4
user_110,Group Hang,126,5
user_110,Group Hang,250,5
user_110,Weekend Brunch,11,5
user_110,Weekend Brunch,202,5
user_110,Quick Lunch,72,5
user_110,Weekend Brunch,8,5
user_110,Weekend Brunch,18,5
user_110,Weekend Brunch,187,5
user_110,Weekend Brunch,8,5
user_110,Weekend Brunch,18,5
user_110,Weekend Brunch,187,5
user_110,Weekend Brunch,8,5
user_110,Weekend Brunch,18,5
user_110,Weekend Brunch,187,5
user_111,Late Night Eats,40,5
user_111,Late Night Eats,184,5
user_111,Late Night Eats,299,3
user_111,Date Night,310,3
user_111,Quick Lunch,161,5
user_111,Quick Lunch,305,4
user_111,Group Hang,123,5
user_111,Group Hang,143,4
user_111,Weekend Brunch,310,5
user_111,Quick Lunch,252,5
user_111,Date Night,310,4
user_111,Late Night Eats,40,5
user_111,Late Night Eats,184,4
user_111,Late Night Eats,299,5
user_111,Quick Lunch,123,4
user_111,Quick Lunch,143,5
user_111,Date Night,40,5
user_111,Date Night,184,5
user_111,Date Night,299,5
user_111,Weekend Brunch,310,5
user_111,Late Night Eats,40,5
user_111,Late Night Eats,184,5
user_111,Late Night Eats,299,4
user_111,Weekend Brunch,310,4
user_111,Group Hang,123,4
user_111,Group Hang,143,5
user_111,Quick Lunch,252,4
user_112,Group Hang,36,4
user_112,Group Hang,50,4
user_112,Group Hang,181,4
user_112,Weekend Brunch,213,5
user_112,Weekend Brunch,266,5
user_112,Quick Lunch,212,3
user_112,Quick Lunch,326,5
user_112,Date Night,212,4
user_112,Date Night,326,5
user_112,Weekend Brunch,212,4
user_112,Weekend Brunch,326,5
user_112,Group Hang,213,4
user_112,Group Hang,266,5
user_112,Group Hang,212,3
user_112,Group Hang,326,5
user_112,Late Night Eats,212,3
user_112,Late Night Eats,326,4
user_112,Weekend Brunch,213,5
user_112,Weekend Brunch,266,4
user_112,Date Night,212,4
user_112,Date Night,326,4
user_112,Weekend Brunch,212,4
user_112,Weekend Brunch,326,4
user_112,Weekend Brunch,213,5
user_112,Weekend Brunch,266,5
user_112,Group Hang,213,5
user_112,Group Hang,266,5
user_112,Quick Lunch,212,4
user_112,Quick Lunch,326,4
user_112,Group Hang,213,4
user_112,Group Hang,266,4
user_113,Date Night,10,5
user_113,Date Night,276,4
user_113,Group Hang,10,5
user_113,Group Hang,276,4
user_113,Quick Lunch,325,4
user_113,Quick Lunch,115,3
user_113,Quick Lunch,193,4
user_113,Quick Lunch,230,4
user_113,Group Hang,10,5
user_113,Group Hang,276,5
user_113,Late Night Eats,10,5
user_113,Late Night Eats,276,4
user_113,Weekend Brunch,10,5
user_113,Weekend Brunch,276,4
user_113,Late Night Eats,10,5
user_113,Late Night Eats,276,5
user_113,Group Hang,95,4
user_113,Group Hang,133,4
user_113,Weekend Brunch,10,5
user_113,Weekend Brunch,276,4
user_113,Date Night,10,5
user_113,Date Night,276,5
user_113,Date Night,10,5
user_113,Date Night,276,4
user_113,Group Hang,115,4
user_113,Group Hang,193,4
user_113,Group Hang,230,5
user_113,Date Night,10,5
user_113,Date Night,276,4
user_113,Late Night Eats,10,5
user_113,Late Night Eats,276,4
user_114,Date Night,95,5
user_114,Date Night,133,4
user_114,Date Night,325,5
user_114,Quick Lunch,34,3
user_114,Quick Lunch,125,4
user_114,Quick Lunch,283,4
user_114,Group Hang,95,5
user_114,Group Hang,133,4
user_114,Date Night,325,5
user_114,Weekend Brunch,95,4
user_114,Weekend Brunch,133,4
user_114,Late Night Eats,95,4
user_114,Late Night Eats,133,4
user_114,Group Hang,34,4
user_114,Group Hang,125,4
user_114,Group Hang,283,5
user_114,Weekend Brunch,10,5
user_114,Weekend Brunch,276,4
user_114,Group Hang,34,2
user_114,Group Hang,125,4
user_114,Group Hang,283,5
user_114,Group Hang,95,5
user_114,Group Hang,133,5
user_114,Weekend Brunch,95,5
user_114,Weekend Brunch,133,5
user_114,Date Night,325,5
user_114,Late Night Eats,325,5
user_114,Group Hang,95,5
user_114,Group Hang,133,4
user_115,Quick Lunch,49,4
user_115,Quick Lunch,130,3
user_115,Late Night Eats,163,4
user_115,Late Night Eats,314,4
user_115,Group Hang,7,4
user_115,Group Hang,9,4
user_115,Late Night Eats,69,4
user_115,Late Night Eats,80,4
user_115,Late Night Eats,153,3
user_115,Weekend Brunch,163,3
user_115,Weekend Brunch,314,4
user_115,Date Night,163,3
user_115,Date Night,314,4
user_115,Date Night,163,4
user_115,Date Night,314,4
user_115,Group Hang,7,4
user_115,Group Hang,9,4
user_115,Group Hang,109,5
user_115,Group Hang,287,4
user_115,Weekend Brunch,163,4
user_115,Weekend Brunch,314,4
user_115,Late Night Eats,69,3
user_115,Late Night Eats,80,4
user_115,Late Night Eats,153,4
user_115,Date Night,163,4
user_115,Date Night,314,3
user_115,Quick Lunch,69,4
user_115,Quick Lunch,80,4
user_115,Quick Lunch,153,4
user_115,Group Hang,109,4
user_115,Group Hang,287,4
user_115,Late Night Eats,163,5
user_115,Late Night Eats,314,3
user_116,Date Night,39,5
user_116,Date Night,244,5
user_116,Date Night,292,4
user_116,Quick Lunch,264,4
user_116,Quick Lunch,320,5
user_116,Quick Lunch,264,3
user_116,Quick Lunch,320,4
user_116,Date Night,114,5
user_116,Late Night Eats,264,3
user_116,Late Night Eats,320,4
user_116,Late Night Eats,114,4
user_116,Weekend Brunch,112,4
user_116,Weekend Brunch,208,2
user_116,Weekend Brunch,112,3
user_116,Weekend Brunch,208,4
user_116,Date Night,114,5
user_116,Date Night,264,5
user_116,Date Night,320,5
user_116,Quick Lunch,129,4
user_116,Quick Lunch,331,5
user_116,Weekend Brunch,112,3
user_116,Weekend Brunch,208,3
user_116,Weekend Brunch,112,3
user_116,Weekend Brunch,208,4
user_116,Quick Lunch,129,3
user_116,Quick Lunch,331,5
user_116,Group Hang,135,5
user_117,Weekend Brunch,40,4
user_117,Weekend Brunch,184,5
user_117,Weekend Brunch,299,5
user_117,Quick Lunch,252,3
user_117,Date Night,123,5
user_117,Date Night,143,5
user_117,Quick Lunch,252,4
user_117,Date Night,123,4
user_117,Date Night,143,5
user_117,Quick Lunch,252,2
user_117,Late Night Eats,252,4
user_117,Weekend Brunch,40,5
user_117,Weekend Brunch,184,5
user_117,Weekend Brunch,299,5
user_117,Late Night Eats,252,3
user_117,Group Hang,46,5
user_117,Group Hang,116,5
user_117,Group Hang,206,5
user_117,Weekend Brunch,263,4
user_117,Date Night,40,4
user_117,Date Night,184,5
user_117,Date Night,299,5
user_117,Date Night,40,5
user_117,Date Night,184,5
user_117,Date Night,299,5
user_117,Date Night,40,5
user_117,Date Night,184,5
user_117,Date Night,299,5
user_117,Quick Lunch,252,4
user_118,Group Hang,110,4
user_118,Group Hang,291,3
user_118,Date Night,110,5
user_118,Date Night,291,3
user_118,Late Night Eats,110,4
user_118,Late Night Eats,291,4
user_118,Group Hang,110,4
user_118,Group Hang,291,4
user_118,Weekend Brunch,30,5
user_118,Quick Lunch,110,5
user_118,Quick Lunch,291,4
user_118,Late Night Eats,110,4
user_118,Late Night Eats,291,4
user_118,Late Night Eats,110,5
user_118,Late Night Eats,291,3
user_118,Late Night Eats,110,4
user_118,Late Night Eats,291,2
user_118,Date Night,110,4
user_118,Date Night,291,3
user_118,Late Night Eats,110,5
user_118,Late Night Eats,291,4
user_118,Late Night Eats,110,4
user_118,Late Night Eats,291,4
user_118,Group Hang,110,4
user_118,Group Hang,291,4
user_118,Quick Lunch,110,5
user_118,Quick Lunch,291,4
user_118,Weekend Brunch,110,4
user_118,Weekend Brunch,291,4
user_119,Weekend Brunch,112,4
user_119,Weekend Brunch,208,4
user_119,Quick Lunch,264,3
user_119,Quick Lunch,320,5
user_119,Weekend Brunch,112,4
user_119,Weekend Brunch,208,4
user_119,Date Night,112,5
user_119,Date Night,208,4
user_119,Quick Lunch,264,4
user_119,Quick Lunch,320,5
user_119,Late Night Eats,264,3
user_119,Late Night Eats,320,5
user_119,Weekend Brunch,112,4
user_119,Weekend Brunch,208,5
user_119,Quick Lunch,129,4
user_119,Quick Lunch,331,5
user_119,Late Night Eats,129,4
user_119,Late Night Eats,331,5
user_119,Group Hang,114,5
user_119,Group Hang,114,5
user_119,Group Hang,129,2
user_119,Group Hang,331,5
user_119,Weekend Brunch,112,4
user_119,Weekend Brunch,208,5
user_119,Date Night,112,5
user_119,Date Night,208,4
user_119,Quick Lunch,129,3
user_119,Quick Lunch,331,4
user_120,Quick Lunch,263,4
user_120,Late Night Eats,263,5
user_120,Weekend Brunch,310,4
user_120,Date Night,40,5
user_120,Date Night,184,5
user_120,Date Night,299,5
user_120,Weekend Brunch,40,4
user_120,Weekend Brunch,184,4
user_120,Weekend Brunch,299,5
user_120,Late Night Eats,1,4
user_120,Late Night Eats,106,3
user_120,Late Night Eats,228,4
user_120,Quick Lunch,263,4
user_120,Quick Lunch,40,4
user_120,Quick Lunch,184,4
user_120,Quick Lunch,299,3
user_120,Late Night Eats,40,5
user_120,Late Night Eats,184,5
user_120,Late Night Eats,299,4
user_120,Date Night,40,5
user_120,Date Night,184,5
user_120,Date Night,299,5
user_120,Date Night,40,4
user_120,Date Night,184,5
user_120,Date Night,299,5
user_120,Date Night,40,5
user_120,Date Night,184,5
user_120,Date Night,299,5
user_120,Date Night,40,5
user_120,Date Night,184,5
user_120,Date Night,299,5
user_120,Date Night,123,5
user_120,Date Night,143,5
user_120,Date Night,40,5
user_120,Date Night,184,4
user_120,Date Night,299,5
user_121,Late Night Eats,243,4
user_121,Late Night Eats,316,4
user_121,Quick Lunch,147,4
user_121,Quick Lunch,191,4
user_121,Quick Lunch,209,4
user_121,Late Night Eats,243,5
user_121,Late Night Eats,316,4
user_121,Late Night Eats,147,4
user_121,Late Night Eats,191,4
user_121,Late Night Eats,209,4
user_121,Weekend Brunch,243,4
user_121,Weekend Brunch,316,4
user_121,Weekend Brunch,243,5
user_121,Weekend Brunch,316,4
user_121,Date Night,243,4
user_121,Date Night,316,5
user_121,Group Hang,243,4
user_121,Group Hang,316,4
user_121,Group Hang,243,4
user_121,Group Hang,316,4
user_121,Date Night,243,5
user_121,Date Night,316,5
user_121,Late Night Eats,243,4
user_121,Late Night Eats,316,4
user_121,Date Night,147,4
user_121,Date Night,191,5
user_121,Date Night,209,5
user_121,Date Night,147,3
user_121,Date Night,191,4
user_121,Date Night,209,5
user_121,Group Hang,243,5
user_121,Group Hang,316,4
user_121,Weekend Brunch,243,5
user_121,Weekend Brunch,316,4
user_122,Late Night Eats,30,3
user_122,Group Hang,30,5
user_122,Quick Lunch,30,4
user_122,Group Hang,30,5
user_122,Group Hang,30,5
user_122,Quick Lunch,30,4
user_122,Quick Lunch,30,5
user_122,Quick Lunch,30,4
user_122,Group Hang,30,5
user_123,Late Night Eats,109,4
user_123,Late Night Eats,287,4
user_123,Weekend Brunch,163,4
user_123,Weekend Brunch,314,3
user_123,Late Night Eats,163,4
user_123,Late Night Eats,314,3
user_123,Weekend Brunch,163,5
user_123,Weekend Brunch,314,3
user_123,Group Hang,109,4
user_123,Group Hang,287,5
user_123,Weekend Brunch,163,5
user_123,Weekend Brunch,314,3
user_123,Quick Lunch,49,3
user_123,Quick Lunch,130,5
user_123,Date Night,163,3
user_123,Date Night,314,5
user_123,Weekend Brunch,163,5
user_123,Weekend Brunch,314,4
user_123,Weekend Brunch,163,5
user_123,Weekend Brunch,314,2
user_123,Quick Lunch,69,4
user_123,Quick Lunch,80,3
user_123,Quick Lunch,153,4
user_123,Group Hang,109,4
user_123,Group Hang,287,5
user_123,Weekend Brunch,163,5
user_123,Weekend Brunch,314,4
user_123,Group Hang,19,4
user_123,Group Hang,227,5
user_123,Date Night,163,4
user_123,Date Night,314,5
user_124,Group Hang,82,5
user_124,Group Hang,88,3
user_124,Group Hang,155,5
user_124,Weekend Brunch,82,5
user_124,Weekend Brunch,88,4
user_124,Weekend Brunch,155,4
user_124,Date Night,148,4
user_124,Weekend Brunch,82,5
user_124,Weekend Brunch,88,5
user_124,Weekend Brunch,155,5
user_124,Weekend Brunch,82,4
user_124,Weekend Brunch,88,5
user_124,Weekend Brunch,155,5
user_124,Late Night Eats,82,5
user_124,Late Night Eats,88,4
user_124,Late Night Eats,155,4
user_124,Group Hang,82,5
user_124,Group Hang,88,4
user_124,Group Hang,155,4
user_124,Group Hang,82,5
user_124,Group Hang,88,5
user_124,Group Hang,155,4
user_124,Quick Lunch,6,4
user_124,Quick Lunch,73,3
user_124,Date Night,148,4
user_124,Quick Lunch,6,4
user_124,Quick Lunch,73,4
user_124,Weekend Brunch,82,5
user_124,Weekend Brunch,88,4
user_124,Weekend Brunch,155,4
user_124,Group Hang,82,4
user_124,Group Hang,88,4
user_124,Group Hang,155,4
user_124,Quick Lunch,185,4
user_124,Quick Lunch,238,4
user_124,Late Night Eats,82,3
user_124,Late Night Eats,88,4
user_124,Late Night Eats,155,5
user_125,Weekend Brunch,66,4
user_125,Weekend Brunch,83,5
user_125,Weekend Brunch,159,4
user_125,Group Hang,36,5
user_125,Group Hang,50,5
user_125,Group Hang,181,5
user_125,Group Hang,36,4
user_125,Group Hang,50,4
user_125,Group Hang,181,5
user_125,Weekend Brunch,66,4
user_125,Weekend Brunch,83,4
user_125,Weekend Brunch,159,4
user_125,Group Hang,213,4
user_125,Group Hang,266,5
user_125,Quick Lunch,213,4
user_125,Quick Lunch,266,4
user_125,Group Hang,36,4
user_125,Group Hang,50,4
user_125,Group Hang,181,5
user_125,Date Night,53,3
user_125,Date Night,150,5
user_125,Group Hang,213,5
user_125,Group Hang,266,4
user_125,Weekend Brunch,66,5
user_125,Weekend Brunch,83,5
user_125,Weekend Brunch,159,5
user_125,Date Night,53,4
user_125,Date Night,150,5
user_125,Quick Lunch,212,3
user_125,Quick Lunch,326,5
user_125,Late Night Eats,53,3
user_125,Late Night Eats,150,4
user_125,Weekend Brunch,66,5
user_125,Weekend Brunch,83,4
user_125,Weekend Brunch,159,5
user_125,Group Hang,213,4
user_125,Group Hang,266,4
user_126,Late Night Eats,310,5
user_126,Group Hang,1,5
user_126,Group Hang,106,2
user_126,Group Hang,228,5
user_126,Group Hang,123,5
user_126,Group Hang,143,4
user_126,Late Night Eats,310,4
user_126,Quick Lunch,1,5
user_126,Quick Lunch,106,2
user_126,Quick Lunch,228,5
user_126,Date Night,310,4
user_126,Date Night,310,5
user_126,Group Hang,263,3
user_126,Late Night Eats,310,4
user_126,Group Hang,40,5
user_126,Group Hang,184,5
user_126,Group Hang,299,5
user_126,Weekend Brunch,310,4
user_126,Quick Lunch,1,3
user_126,Quick Lunch,106,5
user_126,Quick Lunch,228,5
user_126,Group Hang,123,5
user_126,Group Hang,143,4
user_126,Quick Lunch,123,4
user_126,Quick Lunch,143,4
user_126,Date Night,310,4
user_127,Late Night Eats,263,2
user_127,Weekend Brunch,40,5
user_127,Weekend Brunch,184,5
user_127,Weekend Brunch,299,4
user_127,Date Night,123,4
user_127,Date Night,143,5
user_127,Date Night,123,4
user_127,Date Night,143,4
user_127,Group Hang,1,5
user_127,Group Hang,106,4
user_127,Group Hang,228,4
user_127,Group Hang,263,5
user_127,Late Night Eats,1,3
user_127,Late Night Eats,106,3
user_127,Late Night Eats,228,4
user_127,Date Night,123,4
user_127,Date Night,143,5
user_127,Quick Lunch,252,3
user_127,Group Hang,40,5
user_127,Group Hang,184,5
user_127,Group Hang,299,5
user_127,Group Hang,263,3
user_127,Quick Lunch,252,3
user_127,Date Night,123,3
user_127,Date Night,143,5
user_127,Weekend Brunch,40,5
user_127,Weekend Brunch,184,5
user_127,Weekend Brunch,299,4
user_127,Quick Lunch,40,4
user_127,Quick Lunch,184,5
user_127,Quick Lunch,299,4
user_128,Late Night Eats,205,5
user_128,Late Night Eats,232,4
user_128,Late Night Eats,268,5
user_128,Late Night Eats,182,4
user_128,Late Night Eats,205,4
user_128,Late Night Eats,232,4
user_128,Late Night Eats,268,5
user_128,Late Night Eats,47,4
user_128,Late Night Eats,142,5
user_128,Late Night Eats,239,4
user_128,Group Hang,75,4
user_128,Group Hang,196,3
user_128,Group Hang,214,5
user_128,Quick Lunch,182,4
user_128,Weekend Brunch,205,5
user_128,Weekend Brunch,232,5
user_128,Weekend Brunch,268,4
user_128,Late Night Eats,300,4
user_128,Quick Lunch,182,4
user_128,Date Night,205,5
user_128,Date Night,232,5
user_128,Date Night,268,5
user_128,Quick Lunch,47,4
user_128,Quick Lunch,142,4
user_128,Quick Lunch,239,4
user_128,Group Hang,182,5
user_128,Late Night Eats,182,5
user_128,Weekend Brunch,205,5
user_128,Weekend Brunch,232,4
user_128,Weekend Brunch,268,5
user_128,Late Night Eats,75,4
user_128,Late Night Eats,196,2
user_128,Late Night Eats,214,4
user_129,Late Night Eats,42,5
user_129,Late Night Eats,85,4
user_129,Late Night Eats,170,4
user_129,Weekend Brunch,243,5
user_129,Weekend Brunch,316,5
user_129,Weekend Brunch,42,5
user_129,Weekend Brunch,85,5
user_129,Weekend Brunch,170,5
user_129,Date Night,77,4
user_129,Date Night,81,5
user_129,Date Night,333,4
user_129,Late Night Eats,173,5
user_129,Weekend Brunch,147,5
user_129,Weekend Brunch,191,4
user_129,Weekend Brunch,209,5
user_129,Date Night,137,5
user_129,Date Night,200,5
user_129,Date Night,237,5
user_129,Group Hang,42,4
user_129,Group Hang,85,4
user_129,Group Hang,170,5
user_129,Quick Lunch,62,4
user_129,Quick Lunch,175,3
user_129,Quick Lunch,199,5
user_129,Late Night Eats,62,4
user_129,Late Night Eats,175,3
user_129,Late Night Eats,199,5
user_129,Late Night Eats,42,5
user_129,Late Night Eats,85,4
user_129,Late Night Eats,170,5
user_129,Late Night Eats,62,4
user_129,Late Night Eats,175,4
user_129,Late Night Eats,199,4
user_129,Weekend Brunch,100,5
user_129,Weekend Brunch,201,5
user_129,Weekend Brunch,243,5
user_129,Weekend Brunch,316,4
user_129,Quick Lunch,137,4
user_129,Quick Lunch,200,5
user_129,Quick Lunch,237,4
user_130,Date Night,109,4
user_130,Date Night,287,5
user_130,Group Hang,7,5
user_130,Group Hang,9,5
user_130,Quick Lunch,49,4
user_130,Quick Lunch,130,4
user_130,Quick Lunch,49,5
user_130,Quick Lunch,130,4
user_130,Late Night Eats,69,4
user_130,Late Night Eats,80,5
user_130,Late Night Eats,153,3
user_130,Weekend Brunch,49,3
user_130,Weekend Brunch,130,5
user_130,Group Hang,20,5
user_130,Date Night,19,5
user_130,Date Night,227,5
user_130,Late Night Eats,109,5
user_130,Late Night Eats,287,5
user_130,Weekend Brunch,19,4
user_130,Weekend Brunch,227,5
